Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
ERR250439	(1, 31.3236)	(2, 31.5179)	(3, 31.5795)	(4, 35.111)	(5, 35.0608)	(6, 35.1208)	(7, 35.0988)	(8, 35.0973)	(9, 36.6108)	(10, 36.5539)	(11, 36.5027)	(12, 36.5379)	(13, 36.488)	(14, 37.499)	(15, 37.568)	(16, 37.5464)	(17, 37.5525)	(18, 37.5289)	(19, 37.5622)	(20, 37.5458)	(21, 37.5423)	(22, 37.4437)	(23, 37.3684)	(24, 37.4328)	(25, 37.3848)	(26, 37.3088)	(27, 37.2036)	(28, 37.1369)	(29, 37.0772)	(30, 37.0395)	(31, 36.9749)	(32, 36.9621)	(33, 36.9046)	(34, 36.8353)	(35, 36.6987)	(36, 36.6364)	(37, 36.5304)	(38, 36.472)	(39, 36.3709)	(40, 36.0372)	(41, 36.2665)	(42, 36.2874)	(43, 36.314)	(44, 36.2857)	(45, 36.184)	(46, 36.132)	(47, 36.0824)	(48, 36.2887)	(49, 36.3909)	(50, 36.412)	(51, 35.6502)	(52, 35.9302)	(53, 36.201)	(54, 36.2649)	(55, 36.2549)	(56, 36.1983)	(57, 36.177)	(58, 36.1046)	(59, 36.0529)	(60, 35.9574)	(61, 35.8369)	(62, 35.7389)	(63, 35.6146)	(64, 35.4836)	(65, 35.3179)	(66, 35.1686)	(67, 34.9656)	(68, 34.7677)	(69, 34.5796)	(70, 34.418)	(71, 34.2199)	(72, 34.0415)	(73, 33.8417)	(74, 33.6254)	(75, 33.4042)	(76, 33.2015)	(77, 33.0072)	(78, 32.7864)	(79, 32.5662)	(80, 32.3584)	(81, 32.163)	(82, 31.9492)	(83, 31.7426)	(84, 31.4978)	(85, 31.278)	(86, 31.1122)	(87, 30.9134)	(88, 30.7539)	(89, 30.607)	(90, 30.402)	(91, 30.1956)	(92, 29.9779)	(93, 29.7834)	(94, 29.5038)	(95, 29.3135)	(96, 29.0744)	(97, 28.8132)	(98, 28.5446)	(99, 28.2793)	(100, 27.916)	
ERR250457	(1, 31.6539)	(2, 31.8283)	(3, 31.8842)	(4, 35.4251)	(5, 35.1725)	(6, 35.3469)	(7, 35.3727)	(8, 35.4051)	(9, 36.9912)	(10, 36.9188)	(11, 36.9014)	(12, 36.9221)	(13, 36.8411)	(14, 38.114)	(15, 38.0795)	(16, 38.0112)	(17, 38.0225)	(18, 38.0268)	(19, 37.9762)	(20, 37.9577)	(21, 37.9799)	(22, 37.9798)	(23, 37.8376)	(24, 37.8319)	(25, 37.8222)	(26, 37.7945)	(27, 37.7153)	(28, 37.6506)	(29, 37.5156)	(30, 37.4967)	(31, 37.4445)	(32, 37.4044)	(33, 37.3739)	(34, 37.2619)	(35, 37.1348)	(36, 37.0708)	(37, 36.9899)	(38, 36.8861)	(39, 36.7999)	(40, 36.7286)	(41, 36.7825)	(42, 36.7688)	(43, 36.7695)	(44, 36.7065)	(45, 36.6352)	(46, 36.488)	(47, 36.4693)	(48, 36.7239)	(49, 36.8207)	(50, 36.8618)	(51, 36.2144)	(52, 36.4377)	(53, 36.6914)	(54, 36.7224)	(55, 36.6916)	(56, 36.6699)	(57, 36.6078)	(58, 36.5343)	(59, 36.4889)	(60, 36.4058)	(61, 36.2903)	(62, 36.1689)	(63, 36.0692)	(64, 35.946)	(65, 35.8083)	(66, 35.6363)	(67, 35.4306)	(68, 35.2281)	(69, 35.0478)	(70, 34.8654)	(71, 34.6849)	(72, 34.4921)	(73, 34.2752)	(74, 34.0576)	(75, 33.8657)	(76, 33.6598)	(77, 33.4694)	(78, 33.2521)	(79, 33.0583)	(80, 32.844)	(81, 32.6593)	(82, 32.4602)	(83, 32.2601)	(84, 32.0213)	(85, 31.8202)	(86, 31.6615)	(87, 31.4784)	(88, 31.3042)	(89, 31.039)	(90, 30.9022)	(91, 30.7542)	(92, 30.5733)	(93, 30.3999)	(94, 30.1578)	(95, 29.9745)	(96, 29.7353)	(97, 29.4941)	(98, 29.2265)	(99, 28.9757)	(100, 28.6587)	
ERR250529	(1, 31.6479)	(2, 31.7996)	(3, 31.8293)	(4, 35.3088)	(5, 35.3724)	(6, 35.3973)	(7, 35.384)	(8, 35.4063)	(9, 36.9629)	(10, 36.9708)	(11, 36.9631)	(12, 36.9284)	(13, 36.93)	(14, 38.2005)	(15, 38.173)	(16, 38.1662)	(17, 38.1431)	(18, 38.1094)	(19, 38.1301)	(20, 38.1266)	(21, 38.117)	(22, 38.0395)	(23, 38.0547)	(24, 38.0429)	(25, 37.9901)	(26, 37.9138)	(27, 37.7837)	(28, 37.7879)	(29, 37.7603)	(30, 37.7106)	(31, 37.6447)	(32, 37.5216)	(33, 37.4449)	(34, 37.4411)	(35, 37.4044)	(36, 37.3755)	(37, 37.3121)	(38, 37.2401)	(39, 37.1234)	(40, 37.0416)	(41, 36.998)	(42, 36.9631)	(43, 36.9008)	(44, 36.7716)	(45, 36.9913)	(46, 37.1146)	(47, 37.1592)	(48, 37.2121)	(49, 37.1604)	(50, 37.1212)	(51, 35.8114)	(52, 36.374)	(53, 36.8093)	(54, 36.9146)	(55, 36.9807)	(56, 36.9719)	(57, 36.907)	(58, 36.8227)	(59, 36.7338)	(60, 36.6326)	(61, 36.5353)	(62, 36.4214)	(63, 36.241)	(64, 36.1348)	(65, 35.9634)	(66, 35.8371)	(67, 35.714)	(68, 35.541)	(69, 35.3988)	(70, 35.2388)	(71, 35.0682)	(72, 34.8952)	(73, 34.712)	(74, 34.5058)	(75, 34.3009)	(76, 34.1127)	(77, 33.8963)	(78, 33.7426)	(79, 33.5887)	(80, 33.4108)	(81, 33.1735)	(82, 32.9797)	(83, 32.8382)	(84, 32.7022)	(85, 32.5468)	(86, 32.3931)	(87, 32.2489)	(88, 32.106)	(89, 31.9605)	(90, 31.8341)	(91, 31.6703)	(92, 31.5164)	(93, 31.3707)	(94, 31.2294)	(95, 31.0262)	(96, 30.8951)	(97, 30.7414)	(98, 30.5598)	(99, 30.344)	(100, 30.1342)	
ERR250603	(1, 31.025)	(2, 31.1096)	(3, 30.9086)	(4, 34.5497)	(5, 34.5921)	(6, 34.7543)	(7, 34.797)	(8, 34.8872)	(9, 36.0755)	(10, 36.1468)	(11, 36.2655)	(12, 36.1809)	(13, 36.0497)	(14, 37.2265)	(15, 37.2806)	(16, 37.3163)	(17, 37.2722)	(18, 37.3211)	(19, 37.3784)	(20, 37.4171)	(21, 37.2963)	(22, 37.3482)	(23, 37.2411)	(24, 37.2866)	(25, 36.8797)	(26, 36.8512)	(27, 36.9154)	(28, 36.9668)	(29, 37.0008)	(30, 36.9433)	(31, 36.8963)	(32, 36.9259)	(33, 36.8478)	(34, 36.89)	(35, 36.6808)	(36, 36.645)	(37, 36.4403)	(38, 36.3917)	(39, 36.3121)	(40, 36.2841)	(41, 36.3256)	(42, 36.2078)	(43, 36.1642)	(44, 36.1587)	(45, 36.0916)	(46, 35.9547)	(47, 36.145)	(48, 36.1225)	(49, 36.239)	(50, 36.1314)	(51, 34.9022)	(52, 35.3325)	(53, 35.7426)	(54, 35.9289)	(55, 35.8785)	(56, 35.8649)	(57, 35.6206)	(58, 35.5019)	(59, 35.4466)	(60, 35.4509)	(61, 35.5574)	(62, 35.5294)	(63, 35.5257)	(64, 35.4454)	(65, 35.2465)	(66, 35.1519)	(67, 35.0429)	(68, 34.9109)	(69, 34.7678)	(70, 34.6475)	(71, 34.4419)	(72, 34.2886)	(73, 34.15)	(74, 33.8949)	(75, 33.7684)	(76, 33.5291)	(77, 33.3822)	(78, 33.2594)	(79, 33.0203)	(80, 32.8246)	(81, 32.6158)	(82, 32.4336)	(83, 32.2389)	(84, 32.0772)	(85, 31.8856)	(86, 31.7261)	(87, 31.5891)	(88, 31.5048)	(89, 31.3594)	(90, 31.1559)	(91, 31.0122)	(92, 30.8016)	(93, 30.5976)	(94, 30.4376)	(95, 30.2984)	(96, 30.1595)	(97, 29.944)	(98, 29.5811)	(99, 29.3229)	(100, 29.0642)	
ERR250643	(1, 31.6589)	(2, 31.8289)	(3, 31.8935)	(4, 35.4566)	(5, 35.4429)	(6, 35.4637)	(7, 35.4577)	(8, 35.4412)	(9, 36.9914)	(10, 36.9712)	(11, 36.9486)	(12, 36.927)	(13, 36.9068)	(14, 38.1321)	(15, 38.1018)	(16, 38.0627)	(17, 38.018)	(18, 37.9909)	(19, 38.0186)	(20, 37.9824)	(21, 37.9228)	(22, 37.8717)	(23, 37.8164)	(24, 37.7883)	(25, 37.7168)	(26, 37.6339)	(27, 37.5621)	(28, 37.4828)	(29, 37.394)	(30, 37.3282)	(31, 37.2413)	(32, 37.1238)	(33, 37.0387)	(34, 36.9507)	(35, 37.1051)	(36, 37.0916)	(37, 37.0844)	(38, 37.0444)	(39, 36.981)	(40, 36.9157)	(41, 36.9814)	(42, 37.0461)	(43, 37.0116)	(44, 36.9867)	(45, 36.9097)	(46, 36.8547)	(47, 36.7767)	(48, 36.6995)	(49, 36.6383)	(50, 36.5632)	(51, 34.8459)	(52, 35.6889)	(53, 36.2937)	(54, 36.5601)	(55, 36.6331)	(56, 36.6034)	(57, 36.4994)	(58, 36.4082)	(59, 36.3046)	(60, 36.198)	(61, 36.0583)	(62, 35.9145)	(63, 35.7455)	(64, 35.561)	(65, 35.3995)	(66, 35.2321)	(67, 35.0564)	(68, 34.886)	(69, 34.6737)	(70, 34.4534)	(71, 34.2301)	(72, 34.0096)	(73, 33.7766)	(74, 33.5602)	(75, 33.3229)	(76, 33.1063)	(77, 32.8492)	(78, 32.6186)	(79, 32.3879)	(80, 32.1596)	(81, 31.8908)	(82, 31.6601)	(83, 31.4147)	(84, 31.1872)	(85, 30.9511)	(86, 30.706)	(87, 30.4547)	(88, 30.2331)	(89, 30.0074)	(90, 29.7837)	(91, 29.5117)	(92, 29.2665)	(93, 29.0257)	(94, 28.7765)	(95, 28.466)	(96, 28.1471)	(97, 27.7889)	(98, 27.4112)	(99, 26.9932)	(100, 26.5122)	
ERR250681	(1, 31.5326)	(2, 31.6453)	(3, 31.7484)	(4, 35.3153)	(5, 35.3384)	(6, 35.3396)	(7, 35.3547)	(8, 35.349)	(9, 36.8648)	(10, 36.8202)	(11, 36.8522)	(12, 36.8205)	(13, 36.8137)	(14, 38.0136)	(15, 37.9417)	(16, 37.8728)	(17, 37.8784)	(18, 37.8646)	(19, 37.8974)	(20, 37.8396)	(21, 37.791)	(22, 37.7466)	(23, 37.7204)	(24, 37.6782)	(25, 37.6102)	(26, 37.5537)	(27, 37.4149)	(28, 37.3651)	(29, 37.3127)	(30, 37.2253)	(31, 37.1418)	(32, 37.0737)	(33, 36.9903)	(34, 37.1671)	(35, 37.1586)	(36, 37.1509)	(37, 37.0921)	(38, 37.0825)	(39, 37.035)	(40, 36.9822)	(41, 36.9199)	(42, 36.8541)	(43, 36.737)	(44, 36.6816)	(45, 36.6218)	(46, 36.5123)	(47, 36.4372)	(48, 36.3131)	(49, 36.4541)	(50, 36.5107)	(51, 35.0154)	(52, 35.8168)	(53, 36.4024)	(54, 36.6604)	(55, 36.6776)	(56, 36.7057)	(57, 36.6144)	(58, 36.5267)	(59, 36.4489)	(60, 36.3545)	(61, 36.2462)	(62, 36.1195)	(63, 35.9904)	(64, 35.8246)	(65, 35.678)	(66, 35.5294)	(67, 35.3399)	(68, 35.1621)	(69, 34.9509)	(70, 34.7464)	(71, 34.5261)	(72, 34.3159)	(73, 34.0889)	(74, 33.8568)	(75, 33.6228)	(76, 33.3863)	(77, 33.1307)	(78, 32.8868)	(79, 32.6416)	(80, 32.4074)	(81, 32.1592)	(82, 31.9016)	(83, 31.6509)	(84, 31.4281)	(85, 31.1779)	(86, 30.9512)	(87, 30.709)	(88, 30.4786)	(89, 30.2122)	(90, 30.0064)	(91, 29.7608)	(92, 29.5335)	(93, 29.2832)	(94, 29.016)	(95, 28.72)	(96, 28.408)	(97, 28.0481)	(98, 27.7011)	(99, 27.2962)	(100, 26.773)	
ERR250992	(1, 31.4959)	(2, 31.6982)	(3, 31.8032)	(4, 35.4166)	(5, 35.4159)	(6, 35.4628)	(7, 35.4495)	(8, 35.4366)	(9, 37.0389)	(10, 37.0327)	(11, 37.0128)	(12, 36.9813)	(13, 36.9863)	(14, 38.1865)	(15, 38.1801)	(16, 38.1402)	(17, 38.0874)	(18, 38.0512)	(19, 38.1032)	(20, 38.0765)	(21, 38.0184)	(22, 37.9627)	(23, 37.9262)	(24, 37.9051)	(25, 37.8225)	(26, 37.7901)	(27, 37.7132)	(28, 37.6623)	(29, 37.5927)	(30, 37.5133)	(31, 37.464)	(32, 37.3852)	(33, 37.3074)	(34, 37.2205)	(35, 37.1497)	(36, 37.0735)	(37, 37.0014)	(38, 36.9087)	(39, 37.0566)	(40, 37.051)	(41, 37.0487)	(42, 37.019)	(43, 36.9429)	(44, 36.8711)	(45, 36.8145)	(46, 36.7433)	(47, 36.675)	(48, 36.5897)	(49, 36.4644)	(50, 36.3597)	(51, 33.9675)	(52, 35.0201)	(53, 35.7306)	(54, 36.0798)	(55, 36.2005)	(56, 36.4373)	(57, 36.4891)	(58, 36.4928)	(59, 36.435)	(60, 36.3347)	(61, 36.1898)	(62, 36.0823)	(63, 35.9778)	(64, 35.8704)	(65, 35.7168)	(66, 35.5131)	(67, 35.3416)	(68, 35.1534)	(69, 34.9387)	(70, 34.7722)	(71, 34.6306)	(72, 34.4352)	(73, 34.24)	(74, 34.0403)	(75, 33.8551)	(76, 33.606)	(77, 33.3355)	(78, 33.1159)	(79, 32.8871)	(80, 32.6852)	(81, 32.521)	(82, 32.3513)	(83, 32.1655)	(84, 31.949)	(85, 31.77)	(86, 31.5471)	(87, 31.3787)	(88, 31.219)	(89, 31.0149)	(90, 30.8194)	(91, 30.7074)	(92, 30.4848)	(93, 30.2517)	(94, 30.0828)	(95, 29.8443)	(96, 29.5148)	(97, 29.2327)	(98, 28.943)	(99, 28.608)	(100, 28.1877)	
HG00097	(1, 30.9846)	(2, 31.1128)	(3, 31.1512)	(4, 34.7386)	(5, 34.6499)	(6, 34.6432)	(7, 34.6634)	(8, 34.5898)	(9, 35.8472)	(10, 36.0452)	(11, 36.0759)	(12, 36.154)	(13, 36.1634)	(14, 37.2703)	(15, 37.3125)	(16, 37.2069)	(17, 37.2443)	(18, 37.2082)	(19, 37.2798)	(20, 37.1336)	(21, 37.1034)	(22, 37.1082)	(23, 37.0004)	(24, 37.0394)	(25, 37.0018)	(26, 37.0169)	(27, 36.8989)	(28, 36.8632)	(29, 36.7153)	(30, 36.6559)	(31, 36.543)	(32, 36.499)	(33, 36.7104)	(34, 36.7487)	(35, 36.7745)	(36, 36.7772)	(37, 36.6259)	(38, 36.5613)	(39, 36.5507)	(40, 36.5645)	(41, 36.5453)	(42, 36.4527)	(43, 36.4638)	(44, 36.4114)	(45, 36.2967)	(46, 36.2991)	(47, 36.2388)	(48, 36.0389)	(49, 36.0183)	(50, 35.9061)	(51, 34.3717)	(52, 35.0111)	(53, 35.4631)	(54, 35.612)	(55, 35.6239)	(56, 35.56)	(57, 35.4778)	(58, 35.3314)	(59, 35.4358)	(60, 35.4551)	(61, 35.4179)	(62, 35.4046)	(63, 35.3366)	(64, 35.24)	(65, 35.1015)	(66, 34.9539)	(67, 34.7842)	(68, 34.6066)	(69, 34.4353)	(70, 34.2245)	(71, 33.9958)	(72, 33.8047)	(73, 33.5559)	(74, 33.3838)	(75, 33.1733)	(76, 32.939)	(77, 32.671)	(78, 32.5144)	(79, 32.3838)	(80, 32.2219)	(81, 32.0299)	(82, 31.2378)	(83, 31.452)	(84, 31.5299)	(85, 31.4898)	(86, 31.3631)	(87, 31.2385)	(88, 31.1074)	(89, 30.9575)	(90, 30.7779)	(91, 30.592)	(92, 30.394)	(93, 30.232)	(94, 30.0418)	(95, 29.8265)	(96, 29.6415)	(97, 29.3911)	(98, 29.14)	(99, 28.8748)	(100, 28.534)	(101, 26.4331)
HG00105	(1, 31.9214)	(2, 32.0863)	(3, 32.1741)	(4, 35.7129)	(5, 35.6973)	(6, 35.7056)	(7, 35.6711)	(8, 35.6515)	(9, 37.1522)	(10, 37.1984)	(11, 37.1661)	(12, 37.1703)	(13, 37.1378)	(14, 38.366)	(15, 38.3965)	(16, 38.377)	(17, 38.2707)	(18, 38.2971)	(19, 38.4008)	(20, 38.386)	(21, 38.3773)	(22, 38.2677)	(23, 38.2353)	(24, 38.3871)	(25, 38.3615)	(26, 38.322)	(27, 38.278)	(28, 38.3)	(29, 38.2422)	(30, 38.157)	(31, 38.1379)	(32, 38.1436)	(33, 38.1297)	(34, 38.1155)	(35, 38.083)	(36, 38.0493)	(37, 38.0007)	(38, 37.9285)	(39, 37.8786)	(40, 37.81)	(41, 37.7459)	(42, 37.6478)	(43, 37.5783)	(44, 37.5368)	(45, 37.4162)	(46, 37.2885)	(47, 37.1986)	(48, 37.1193)	(49, 37.041)	(50, 36.9225)	(51, 35.8933)	(52, 36.3015)	(53, 36.8383)	(54, 37.0219)	(55, 37.0493)	(56, 37.0234)	(57, 36.9249)	(58, 36.832)	(59, 36.7291)	(60, 36.6203)	(61, 36.5013)	(62, 36.4044)	(63, 36.2595)	(64, 36.0723)	(65, 35.8923)	(66, 35.7694)	(67, 35.6134)	(68, 35.4022)	(69, 35.2165)	(70, 34.9881)	(71, 34.7703)	(72, 34.6047)	(73, 34.3695)	(74, 34.1316)	(75, 33.8953)	(76, 33.6859)	(77, 33.4169)	(78, 33.1904)	(79, 32.913)	(80, 32.6493)	(81, 32.4179)	(82, 32.1962)	(83, 31.9554)	(84, 31.7542)	(85, 31.5632)	(86, 31.3445)	(87, 31.1345)	(88, 30.8627)	(89, 30.4247)	(90, 30.2284)	(91, 29.1745)	(92, 29.4449)	(93, 29.4005)	(94, 29.2869)	(95, 29.0223)	(96, 28.7407)	(97, 28.4039)	(98, 28.0705)	(99, 27.6186)	(100, 26.9217)	(101, 23.4709)
HG00106	(1, 32.0792)	(2, 32.275)	(3, 32.334)	(4, 35.8448)	(5, 35.7929)	(6, 35.8068)	(7, 35.7617)	(8, 35.7376)	(9, 37.4337)	(10, 37.4065)	(11, 37.3355)	(12, 37.3124)	(13, 37.2867)	(14, 38.6203)	(15, 38.6094)	(16, 38.5843)	(17, 38.5536)	(18, 38.5675)	(19, 38.6384)	(20, 38.5848)	(21, 38.5529)	(22, 38.5289)	(23, 38.4445)	(24, 38.4234)	(25, 38.5323)	(26, 38.5149)	(27, 38.5151)	(28, 38.4753)	(29, 38.4102)	(30, 38.3942)	(31, 38.3599)	(32, 38.305)	(33, 38.2914)	(34, 38.3049)	(35, 38.3251)	(36, 38.2667)	(37, 38.2066)	(38, 38.1885)	(39, 38.0897)	(40, 38.0305)	(41, 37.9884)	(42, 37.9103)	(43, 37.8302)	(44, 37.7415)	(45, 37.6185)	(46, 37.5199)	(47, 37.4211)	(48, 37.3181)	(49, 37.2276)	(50, 37.2197)	(51, 36.6352)	(52, 37.013)	(53, 37.2426)	(54, 37.3442)	(55, 37.3068)	(56, 37.2298)	(57, 37.1382)	(58, 37.037)	(59, 36.9123)	(60, 36.786)	(61, 36.6085)	(62, 36.4822)	(63, 36.372)	(64, 36.2154)	(65, 36.0379)	(66, 35.8785)	(67, 35.717)	(68, 35.5383)	(69, 35.3097)	(70, 35.1226)	(71, 34.8902)	(72, 34.6959)	(73, 34.4993)	(74, 34.3003)	(75, 34.0902)	(76, 33.8605)	(77, 33.5738)	(78, 33.358)	(79, 33.1072)	(80, 32.8905)	(81, 32.6627)	(82, 32.471)	(83, 32.239)	(84, 31.9863)	(85, 31.7675)	(86, 31.5263)	(87, 31.2942)	(88, 31.0523)	(89, 30.6451)	(90, 30.609)	(91, 29.5423)	(92, 29.8118)	(93, 29.8096)	(94, 29.6635)	(95, 29.2973)	(96, 29.0006)	(97, 28.6832)	(98, 28.2708)	(99, 27.8117)	(100, 27.1752)	(101, 23.7338)
HG00125	(1, 38.1363)	(2, 37.9532)	(3, 37.9042)	(4, 37.8747)	(5, 37.8689)	(6, 37.8812)	(7, 37.8512)	(8, 37.8215)	(9, 37.7911)	(10, 37.7745)	(11, 37.7624)	(12, 37.7014)	(13, 37.6694)	(14, 37.6357)	(15, 37.5782)	(16, 37.5756)	(17, 37.5167)	(18, 37.4606)	(19, 37.4353)	(20, 37.38)	(21, 37.3328)	(22, 37.2759)	(23, 37.2067)	(24, 37.1662)	(25, 37.076)	(26, 37.045)	(27, 36.9857)	(28, 36.9178)	(29, 36.8201)	(30, 36.8042)	(31, 36.7264)	(32, 36.7111)	(33, 36.8125)	(34, 36.7255)	(35, 36.6785)	(36, 36.8403)	(37, 36.7233)	(38, 36.6887)	(39, 36.622)	(40, 36.5463)	(41, 36.5675)	(42, 36.4367)	(43, 36.3348)	(44, 36.3029)	(45, 36.2712)	(46, 35.9283)	(47, 35.8321)	(48, 35.7364)	(49, 35.6599)	(50, 35.606)	(51, 36.4146)	(52, 36.3721)	(53, 36.325)	(54, 36.2766)	(55, 36.2615)	(56, 36.6921)	(57, 36.595)	(58, 36.5321)	(59, 36.4566)	(60, 36.3895)	(61, 36.2781)	(62, 36.1498)	(63, 36.029)	(64, 35.929)	(65, 35.8212)	(66, 35.6968)	(67, 35.5495)	(68, 35.4132)	(69, 35.2872)	(70, 35.167)	(71, 34.9193)	(72, 34.7557)	(73, 34.5844)	(74, 34.4374)	(75, 34.2713)	(76, 33.9655)	(77, 33.7873)	(78, 33.617)	(79, 33.4325)	(80, 33.2034)	(81, 32.9118)	(82, 32.694)	(83, 32.4642)	(84, 32.2252)	(85, 31.919)	(86, 31.5293)	(87, 31.2113)	(88, 30.9385)	(89, 30.6868)	(90, 30.4092)											
HG00145	(1, 38.1193)	(2, 37.9159)	(3, 37.8829)	(4, 37.8353)	(5, 37.8299)	(6, 37.8365)	(7, 37.7794)	(8, 37.7308)	(9, 37.6906)	(10, 37.6387)	(11, 37.5434)	(12, 37.463)	(13, 36.9867)	(14, 37.3312)	(15, 37.2936)	(16, 37.2162)	(17, 37.2484)	(18, 37.1707)	(19, 37.1347)	(20, 37.0444)	(21, 37.0934)	(22, 36.978)	(23, 36.9248)	(24, 36.9326)	(25, 36.8975)	(26, 36.9045)	(27, 36.8144)	(28, 36.7027)	(29, 36.6469)	(30, 36.4727)	(31, 36.5004)	(32, 36.3237)	(33, 36.2468)	(34, 36.1357)	(35, 36.0472)	(36, 35.9297)	(37, 35.8097)	(38, 35.6331)	(39, 35.5379)	(40, 35.4195)	(41, 35.2813)	(42, 35.0973)	(43, 34.949)	(44, 34.8361)	(45, 34.6844)	(46, 34.3273)	(47, 34.1418)	(48, 33.8616)	(49, 33.6918)	(50, 33.4468)	(51, 34.8443)	(52, 34.6471)	(53, 34.4284)	(54, 34.2487)	(55, 34.0281)	(56, 34.1732)	(57, 33.9151)	(58, 33.639)	(59, 33.3884)	(60, 32.9913)	(61, 32.5533)	(62, 32.1933)	(63, 31.9051)	(64, 31.7452)	(65, 31.3345)	(66, 30.586)	(67, 30.2341)	(68, 29.8202)	(69, 29.4021)	(70, 28.8996)	(71, 28.0012)	(72, 27.4901)	(73, 27.0583)	(74, 26.5347)	(75, 25.5167)	(76, 22.7651)																									
HG00171	(1, 37.3841)	(2, 37.1327)	(3, 37.1562)	(4, 37.1356)	(5, 37.0938)	(6, 37.158)	(7, 37.1165)	(8, 37.0935)	(9, 37.0921)	(10, 36.9995)	(11, 36.9869)	(12, 36.9499)	(13, 36.8576)	(14, 36.899)	(15, 36.8438)	(16, 36.8873)	(17, 36.7238)	(18, 36.7216)	(19, 36.7056)	(20, 36.5566)	(21, 36.5812)	(22, 36.5146)	(23, 36.4452)	(24, 36.4258)	(25, 36.3751)	(26, 36.2568)	(27, 36.1839)	(28, 36.1357)	(29, 35.9596)	(30, 35.9186)	(31, 36.4141)	(32, 36.3361)	(33, 36.3071)	(34, 36.265)	(35, 36.0146)	(36, 36.2413)	(37, 36.1791)	(38, 36.0969)	(39, 36.0617)	(40, 35.9823)	(41, 35.8121)	(42, 35.8697)	(43, 35.7104)	(44, 35.7027)	(45, 35.3689)	(46, 34.5758)	(47, 34.4367)	(48, 34.3677)	(49, 34.2905)	(50, 34.038)	(51, 34.48)	(52, 34.4711)	(53, 34.4237)	(54, 34.4469)	(55, 34.2601)	(56, 35.5995)	(57, 35.487)	(58, 35.3695)	(59, 35.3839)	(60, 35.3586)	(61, 35.2835)	(62, 35.0886)	(63, 35.0478)	(64, 34.9329)	(65, 34.8144)	(66, 34.5889)	(67, 34.4686)	(68, 34.3202)	(69, 34.1676)	(70, 33.8874)	(71, 33.6976)	(72, 33.4351)	(73, 33.2884)	(74, 33.1685)	(75, 32.7183)	(76, 32.5649)	(77, 32.3156)	(78, 32.1683)	(79, 31.8606)	(80, 31.6032)	(81, 31.3037)	(82, 31.1097)	(83, 30.7862)	(84, 30.4498)	(85, 30.1021)	(86, 29.7086)	(87, 29.3559)	(88, 29.1275)	(89, 28.7388)	(90, 28.4307)											
HG00173	(1, 31.8889)	(2, 32.0842)	(3, 32.114)	(4, 35.6584)	(5, 35.6309)	(6, 35.6424)	(7, 35.6263)	(8, 35.6129)	(9, 37.21)	(10, 37.1977)	(11, 37.1909)	(12, 37.1942)	(13, 37.1721)	(14, 38.4636)	(15, 38.4446)	(16, 38.4284)	(17, 38.3836)	(18, 38.3499)	(19, 38.3878)	(20, 38.3679)	(21, 38.3235)	(22, 38.2668)	(23, 38.1983)	(24, 38.1693)	(25, 38.29)	(26, 38.2931)	(27, 38.2924)	(28, 38.2724)	(29, 38.2389)	(30, 38.2085)	(31, 38.1748)	(32, 38.1569)	(33, 38.1211)	(34, 38.0797)	(35, 38.0516)	(36, 37.9895)	(37, 37.9624)	(38, 37.9303)	(39, 37.8639)	(40, 37.8201)	(41, 37.7586)	(42, 37.6952)	(43, 37.5955)	(44, 37.5185)	(45, 37.4476)	(46, 37.3795)	(47, 37.2905)	(48, 37.2159)	(49, 37.141)	(50, 37.0613)	(51, 34.266)	(52, 35.4024)	(53, 36.1984)	(54, 36.5809)	(55, 36.6979)	(56, 36.6783)	(57, 36.5924)	(58, 36.4882)	(59, 36.373)	(60, 36.1956)	(61, 36.1832)	(62, 36.1119)	(63, 35.9578)	(64, 35.86)	(65, 35.7266)	(66, 35.6111)	(67, 35.4273)	(68, 35.3293)	(69, 35.2001)	(70, 35.1032)	(71, 34.9613)	(72, 34.7928)	(73, 34.6108)	(74, 34.4251)	(75, 34.2269)	(76, 34.0568)	(77, 33.8338)	(78, 33.6029)	(79, 33.4162)	(80, 33.2466)	(81, 33.0451)	(82, 32.8819)	(83, 32.7002)	(84, 32.5456)	(85, 32.3925)	(86, 32.2285)	(87, 31.981)	(88, 31.9056)	(89, 31.8212)	(90, 31.6885)	(91, 31.4475)	(92, 31.2353)	(93, 31.1098)	(94, 30.9263)	(95, 30.8236)	(96, 30.666)	(97, 30.5075)	(98, 30.3488)	(99, 30.0961)	(100, 29.6836)	(101, 26.1869)
