Sample name	Sex	Biosample ID	Population code	Population name	Superpopulation code	Superpopulation name	Population elastic ID	Data collections
NA19372	male	SAME125100	LWK	Luhya	AFR	African Ancestry	LWK	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19324	female	SAME123472	LWK	Luhya	AFR	African Ancestry	LWK	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19347	male	SAME124340	LWK	Luhya	AFR	African Ancestry	LWK	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 3,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19311	male	SAME123452	LWK	Luhya	AFR	African Ancestry	LWK	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19463	female	SAME123297	LWK	Luhya	AFR	African Ancestry	LWK	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19307	male	SAME124981	LWK	Luhya	AFR	African Ancestry	LWK	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1KG_ONT_VIENNA,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA19036	female	SAME124666	LWK	Luhya	AFR	African Ancestry	LWK	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,Human Genome Structural Variation Consortium, Phase 3,Human Pangenome Reference Consortium, Phase 2,1000 Genomes phase 3 release,1000 Genomes phase 1 release
