Sample	Total_Reads	Mapped_Reads	Percent_Mapped
HG01986	116616141	116586302
116506897	99.97
99.97
HG01880	110161417	110144810
110069355	99.98
99.98
HG02013	98425908	98367295
98276619	99.94
99.94
HG01886	341499141	341420020
341293145	99.98
99.98
HG01882	118088530	118075198
118005194	99.99
99.99
HG01890	68747748	68685429
68666477	99.91
99.91
HG02511	60039766	59983969
59969877	99.91
99.91
NA20274	49513122	49504826
49449156	99.98
99.98
NA19922	65532415	65515753
65503300	99.97
99.97
NA20342	50758542	50745796
50713024	99.97
99.97
NA20355	45985640	45978436
45908296	99.98
99.98
NA20339	72346606	72240289
72226111	99.85
99.85
NA20351	79294462	79171247
79154367	99.84
99.84
HG02977	74311164	74300067
74234033	99.99
99.99
HG03105	61919366	61914184
61845740	99.99
99.99
HG02981	59104884	59098149
59032817	99.99
99.99
HG03157	68938307	68931858
68840901	99.99
99.99
HG03139	64747104	64742734
64675706	99.99
99.99
HG03303	63873415	63852700
63770129	99.97
99.97
HG03267	63465960	63458936
63383612	99.99
99.99
HG02852	78826167	78793160
78712719	99.96
99.96
HG02895	64864838	64855625
64783659	99.99
99.99
HG02814	229179	229130
228901	99.98
99.98
HG02813	229598	229578
229342	99.99
99.99
HG02878	191970	191862
191488	99.94
99.94
HG02840	451521	451486
451117	99.99
99.99
HG02982	357528	357505
357157	99.99
99.99
HG03078	7055830	7024275
7021787	99.55
99.55
HG03076	8795454	8794208
8791908	99.99
99.99
HG03436	3889573	3889191
3887774	99.99
99.99
HG03437	3508618	3507461
3505997	99.97
99.97
HG03446	66908542	66895519
66818225	99.98
99.98
HG03558	27933512	27920249
27890823	99.95
99.95
HG03572	3149802	3148884
3147208	99.97
99.97
NA19020	46434019	46347359
46337338	99.81
99.81
NA19036	59371047	59334626
59322261	99.94
99.94
NA19307	74937759	74825133
74808612	99.85
99.85
NA19324	50459294	50449062
50391186	99.98
99.98
NA19347	129548338	129359910
129305844	99.85
99.85
NA19372	72049768	72020377
72006109	99.96
99.96
NA18488	181430743	181080740
180999905	99.81
99.81
NA18498	79416736	79177101
79134455	99.70
99.70
NA18858	123113559	123073305
123041224	99.97
99.97
NA18499	589834	589767
589625	99.99
99.99
NA18870	137430492	137396741
137360999	99.98
99.98
NA19175	54497359	54469846
54462371	99.95
99.95
NA19184	63075778	63015438
62992252	99.90
99.90
NA19201	52818789	52793847
52674834	99.95
99.95
NA18526	97660989	97601569
97484786	99.94
99.94
NA18530	113388188	113369546
113332386	99.98
99.98
NA18645	46498166	46457525
46444339	99.91
99.91
NA18946	153913	153700
153657	99.86
99.86
NA18993	64147663	64022236
64010697	99.80
99.80
NA19001	248678	248230
248196	99.82
99.82
HG00407	77927936	77888308
77836040	99.95
99.95
HG00699	100161483	100064351
99958548	99.90
99.90
HG00956	75238238	74738247
74714019	99.34
99.34
HG02372	104148234	104120970
104045194	99.97
99.97
HG01596	244924	244803
244653	99.95
99.95
HG02085	61547111	61466955
61449302	99.87
99.87
NA11840	48991785	48951771
48725168	99.92
99.92
NA12046	49898948	49550890
49531688	99.30
99.30
NA12234	64794539	64745048
64715893	99.92
99.92
NA12347	112773771	112752559
112724298	99.98
99.98
NA06989	475886	472787
472523	99.35
99.35
HG00171	115036820	115008983
114971963	99.98
99.98
HG00313	89762923	89680409
89621532	99.91
99.91
HG00324	84496159	84441396
84371101	99.94
99.94
HG00376	87515084	87439630
87376368	99.91
99.91
HG00173	67478277	67392643
67377752	99.87
99.87
HG00097	54339008	54286947
54277427	99.90
99.90
HG00105	54131996	54059111
54049591	99.87
99.87
HG00106	61715220	61630320
61616660	99.86
99.86
HG00125	93099401	93032219
92955448	99.93
99.93
HG00145	177656813	177021820
176961063	99.64
99.64
HG01522	142368253	141204686
141128139	99.18
99.18
HG01501	60990858	60911085
60896247	99.87
99.87
HG01503	48876733	48846149
48834422	99.94
99.94
HG01770	70153340	70073913
70056015	99.89
99.89
HG01504	56125187	56075418
56062495	99.91
99.91
NA20506	49149434	49064664
49051034	99.83
99.83
NA20761	86872043	86742996
86716767	99.85
99.85
NA20503	74875653	74806566
74789959	99.91
99.91
NA20511	58385805	58376720
58323753	99.98
99.98
NA20507	54157346	54067419
54052259	99.83
99.83
NA20864	106129352	106106074
106036982	99.98
99.98
NA20900	54634771	54629853
54584330	99.99
99.99
NA21092	59766270	59723258
59645932	99.93
99.93
HG02651	69326746	69324691
69258575	100.00
100.00
HG02691	60168180	60166235
60111061	100.00
100.00
HG03619	149528201	149481621
149225232	99.97
99.97
HG03603	83228468	83217297
83097967	99.99
99.99
HG03814	46328702	46323047
46279403	99.99
99.99
HG03672	55064543	55062596
55013631	100.00
100.00
HG03723	62210611	62207699
62162948	100.00
100.00
HG03790	72774625	72771460
72703061	100.00
100.00

AVERAGES:
Avg_Total_Reads	3.41125e+07
Avg_Mapped_Reads	3.40779e+07
Avg_Percent_Mapped	0
